,country,year,life_expectancy,general_medical_treatment_per_inhabitant,reported_household_burglaries_per_thousand,reported_crimes_of_violence_per_thousand,victims_of_reported_criminal_offences_per_thousand,education_qualifying_for_the_labour_market_percent,employment_rate,long-term_unemployment_per_thousand,median_personal_disposable_income,low_income_in_3_consecutive_years,divorces_per_thousand,dissolved_families_with_children_per_hundred,square_meters_dwelling_area_per_person,electoral_participation_at_the_last_general_election_percent,electoral_participation_at_the_last_municipal_election_percent,population,waste_incinerated,waste_incinerated_per_capita
139,ringsted,2014,-0.2666666666666657,-0.11666666666666625,3.049999999999999,-0.7999999999999998,-0.8666666666666671,-1.2999999999999972,-0.0799999999999983,2.299999999999997,-3011.040000000008,-1.5000000000000018,3.7333333333333343,0.2666666666666666,-0.1666666666666643,1.3333333333333428,1.0,-468.0,47.83333333333394,0.005681616054757255
140,slagelse,2014,-0.36666666666666003,0.04999999999999982,0.5666666666666664,-1.6500000000000004,-0.7166666666666668,-1.0333333333333314,-0.12000000000000455,3.5000000000000036,-2443.5,-2.3200000000000003,2.7833333333333314,0.4999999999999991,-0.06666666666666998,1.6666666666666572,0.5,-942.6666666666715,-48.16666666666788,0.002959567774821481
141,sorø,2014,-0.23333333333333428,0.15000000000000036,3.1999999999999993,-0.9666666666666668,-0.13333333333333375,-0.5333333333333314,0.09999999999999432,3.5199999999999996,-3787.8000000000175,-1.6199999999999992,-1.8166666666666664,-0.10000000000000009,-0.1666666666666643,1.2000000000000028,0.8000000000000114,-155.16666666666788,79.16666666666606,0.004419097937235605
142,stevns,2014,-0.23333333333333428,0.21666666666666679,0.43333333333333446,-0.7166666666666668,-1.1333333333333333,-1.4999999999999858,-0.3400000000000034,5.939999999999998,-2777.959999999992,-1.379999999999999,1.7666666666666693,0.3666666666666667,-0.21666666666666146,1.0,0.8333333333333286,-368.3333333333321,299.33333333333303,0.019149573271428633
143,vordingborg,2014,-0.04999999999999716,0.21666666666666679,1.9333333333333327,-1.7333333333333334,-0.5833333333333339,-0.6833333333333371,-0.519999999999996,1.8200000000000003,-2065.5599999999977,-2.3200000000000003,2.400000000000002,0.3333333333333339,-0.11666666666666714,1.066666666666677,0.6333333333333258,-398.5,-1122.8333333333321,-0.021502721400102398
144,assens,2014,-0.29999999999999716,0.06666666666666732,1.3166666666666673,-0.6666666666666665,0.0,-0.86666666666666,0.10000000000000853,3.240000000000002,-2717.139999999985,-1.3600000000000012,0.6666666666666679,0.25000000000000044,-0.3333333333333286,0.86666666666666,0.10000000000000853,-188.0,-698.0,-0.016027464166170263
145,faaborg-midtfyn,2014,-0.18333333333333712,0.2666666666666666,1.7833333333333323,-0.6000000000000001,0.4666666666666668,-1.0000000000000142,-0.20000000000000284,3.7600000000000016,-2603.0,-1.959999999999999,2.783333333333333,0.03333333333333277,-0.2499999999999929,1.0,0.5666666666666629,-186.66666666666424,111.0,0.003069455062751192
146,kerteminde,2014,-0.63333333333334,0.13333333333333375,3.7666666666666675,-0.34999999999999964,-0.20000000000000018,-1.2333333333333343,-0.3400000000000034,1.6400000000000006,-2460.9400000000314,-2.119999999999999,3.5000000000000018,0.2333333333333334,-0.11666666666666714,1.7333333333333343,0.8333333333333286,-100.0,-286.66666666666697,-0.011003174540844374
147,langeland,2014,-0.28333333333333144,0.21666666666666679,-1.0499999999999998,-0.6833333333333331,-0.16666666666666696,-0.5166666666666657,0.1599999999999966,1.9799999999999969,-2001.820000000007,-2.66,0.8999999999999986,0.13333333333333375,-0.44999999999998863,0.46666666666665435,0.6999999999999886,33.5,-484.0,-0.03946615732078507
148,middelfart,2014,-0.2666666666666657,0.01666666666666572,1.9000000000000004,-0.1166666666666667,0.916666666666667,-1.2666666666666657,-0.2400000000000091,1.5000000000000018,-2951.680000000022,-1.2200000000000006,3.616666666666669,0.7333333333333334,-0.38333333333332575,1.2000000000000028,0.06666666666666288,-195.16666666666424,-1166.5,-0.029209722649417014
149,nordfyns,2014,-0.5666666666666629,-0.05000000000000071,0.8500000000000005,-0.5166666666666666,-0.916666666666667,-1.1833333333333371,-0.14000000000000057,1.1999999999999993,-2404.819999999978,-1.2400000000000002,3.833333333333334,-0.06666666666666643,-0.14999999999999858,0.4000000000000057,0.5,-197.33333333333212,299.0,0.012213158497538346
150,nyborg,2014,-0.3333333333333428,0.06666666666666732,1.5666666666666664,-0.6666666666666661,-0.06666666666666643,-0.75,-0.3999999999999915,5.479999999999997,-2731.639999999985,-2.16,0.6166666666666671,0.03333333333333366,-0.2500000000000071,1.2666666666666657,-0.13333333333333997,-402.1666666666679,-1956.333333333334,-0.05659604394060397
151,odense,2014,-0.6166666666666742,0.06666666666666643,0.18333333333333357,-0.583333333333333,1.083333333333334,-1.61666666666666,-0.21999999999999886,0.9600000000000009,-1753.0800000000163,-2.879999999999999,2.333333333333332,0.016666666666666607,0.01666666666666572,1.26666666666668,0.1666666666666714,-2291.333333333343,-985.6666666666715,-0.0011863489139788408
152,svendborg,2014,-0.28333333333333144,0.13333333333333286,1.4000000000000004,-0.766666666666667,0.2666666666666675,-0.6833333333333229,0.0,4.860000000000003,-2251.140000000014,-2.3200000000000003,2.5666666666666664,-0.016666666666666607,-0.18333333333333002,1.5333333333333314,0.46666666666666856,-304.16666666666424,-1328.6666666666679,-0.02115399431841758
153,ærø,2014,0.0,0.5999999999999996,0.7166666666666666,-0.5333333333333334,-0.18333333333333313,-1.5333333333333314,-1.0600000000000023,4.84,-2076.2600000000093,-2.3800000000000026,0.9333333333333336,-0.4666666666666668,-0.8166666666666629,1.9333333333333371,0.3333333333333428,86.16666666666697,479.1666666666665,0.07114128761063965
154,billund,2014,-0.18333333333333712,-0.04999999999999982,0.9666666666666677,-1.3666666666666667,-0.1999999999999993,-1.5833333333333286,0.04000000000000625,1.5599999999999987,-1951.7799999999988,-0.9200000000000017,2.6000000000000014,0.050000000000000266,-0.3333333333333286,0.7333333333333343,0.4333333333333229,-74.83333333333212,-636.0,-0.02357197571821934
155,esbjerg,2014,-0.36666666666666003,0.033333333333333215,1.2500000000000009,-1.2166666666666668,-0.06666666666666643,-1.5666666666666629,-0.14000000000000057,4.860000000000003,-2696.040000000008,-1.7199999999999989,2.450000000000001,0.16666666666666652,-0.30000000000000426,1.6000000000000085,-0.06666666666666288,-451.1666666666715,-569.8333333333358,-0.0036672712029854337
156,fanø,2014,0.0,0.6333333333333337,-1.4,-0.7166666666666663,0.2333333333333334,-0.5500000000000114,0.46000000000000796,-2.9399999999999977,-1090.3800000000338,2.9000000000000004,9.4,-1.916666666666667,-0.36666666666666003,0.7999999999999972,-0.09999999999999432,-36.0,-270.1666666666665,-0.0743057467980619
157,fredericia,2014,-0.38333333333332575,0.25,-0.8833333333333337,-1.6666666666666665,-0.38333333333333286,-1.4166666666666714,-0.12000000000000455,4.02,-2598.679999999993,-2.099999999999998,2.6000000000000014,0.1166666666666667,-0.14999999999999858,1.73333333333332,0.9000000000000057,-344.33333333333576,3884.666666666666,0.07893567454607675
158,haderslev,2014,-0.5499999999999972,-0.11666666666666625,4.833333333333334,-1.1666666666666665,0.5166666666666675,-0.8999999999999915,0.04000000000000625,4.280000000000001,-2830.6600000000035,-1.4400000000000013,3.416666666666668,-0.21666666666666723,-0.4833333333333343,0.6666666666666714,0.23333333333333428,-74.33333333333576,-3613.333333333332,-0.06420317274349738
159,kolding,2014,-0.28333333333333144,0.016666666666666607,-0.6499999999999986,-1.0000000000000004,0.41666666666666785,-1.4666666666666686,-0.37999999999999545,3.960000000000001,-3253.679999999993,-1.879999999999999,2.933333333333332,0.04999999999999982,-0.09999999999999432,1.4000000000000057,0.03333333333333144,-1085.3333333333285,2451.333333333332,0.030283960208148553
160,sønderborg,2014,-0.3499999999999943,0.09999999999999964,2.916666666666666,-1.166666666666667,0.6166666666666663,-1.1999999999999886,0.0,3.259999999999998,-3400.319999999978,-0.9000000000000021,1.9999999999999982,0.13333333333333286,-0.5666666666666629,0.6666666666666714,-0.13333333333333997,243.83333333332848,-2967.666666666668,-0.04038373691918262
161,tønder,2014,-0.3333333333333286,0.13333333333333375,1.083333333333333,-1.2833333333333337,-1.25,-1.38333333333334,0.20000000000000284,6.84,-2565.420000000013,-1.9599999999999973,1.8499999999999996,-0.1166666666666667,-0.46666666666666146,0.5333333333333456,0.4333333333333371,212.5,-657.3333333333321,-0.01898697274050093
162,varde,2014,-0.29999999999999716,0.11666666666666625,0.38333333333333375,-0.9666666666666668,-0.3000000000000007,-1.5333333333333314,0.03999999999999204,1.3600000000000012,-2295.2399999999907,-0.6799999999999997,2.0,0.21666666666666723,-0.4166666666666643,0.5333333333333314,0.3333333333333286,-223.83333333333576,6483.5,0.13147433202481612
163,vejen,2014,-0.44999999999998863,-0.13333333333333375,0.38333333333333286,-0.46666666666666634,-0.583333333333333,-1.5500000000000114,-0.4000000000000057,3.9200000000000017,-3106.5,-1.6600000000000001,1.0500000000000007,0.4666666666666668,-0.38333333333333286,0.4000000000000057,0.20000000000000284,-83.5,3053.0,0.07212779943158182
164,vejle,2014,-0.1666666666666572,0.033333333333333215,0.2499999999999991,-1.4833333333333334,0.5999999999999996,-1.4833333333333343,-0.29999999999999716,4.279999999999998,-3546.859999999986,-1.3000000000000007,2.2499999999999982,0.2666666666666666,-0.14999999999999858,1.2000000000000028,0.2666666666666657,-1693.8333333333285,7119.833333333336,0.0698530142313406
165,aabenraa,2014,-0.6666666666666714,-0.16666666666666696,3.416666666666666,-1.1833333333333345,0.033333333333333215,-1.4666666666666544,-0.37999999999999545,5.5000000000000036,-2528.959999999992,-1.9599999999999973,2.916666666666666,-0.08333333333333304,-0.38333333333333286,0.46666666666666856,0.36666666666666003,-37.16666666666424,-92.66666666666788,-0.001412932979890258
166,favrskov,2014,-0.04999999999999716,0.06666666666666643,0.7333333333333325,-0.16666666666666696,-0.10000000000000009,-1.0333333333333314,-0.01999999999999602,3.92,-3671.0800000000163,-0.7600000000000007,2.566666666666668,-0.25,-0.3333333333333357,0.6666666666666714,0.6666666666666714,-450.83333333333576,-166.0,-0.00115508584933538
167,hedensted,2014,-0.4333333333333371,0.09999999999999964,0.34999999999999964,-0.7500000000000002,0.31666666666666643,-1.3333333333333286,-0.060000000000002274,2.4200000000000017,-4010.220000000001,-0.8200000000000003,1.1500000000000004,0.4833333333333334,-0.3166666666666629,0.86666666666666,0.3333333333333286,-455.0,-7624.0,-0.1636235345760429
168,horsens,2014,-0.3333333333333428,0.14999999999999947,-0.43333333333333357,-0.6833333333333336,0.8333333333333339,-1.4833333333333343,0.05999999999998806,3.84,-2968.5200000000186,-1.4000000000000021,0.7166666666666668,0.1166666666666667,0.06666666666666998,1.3999999999999915,0.6666666666666714,-1547.6666666666715,5573.666666666668,0.06994425468481202
169,norddjurs,2014,-0.09999999999999432,-0.09999999999999964,1.6833333333333336,-2.1166666666666667,-0.4833333333333334,-1.0666666666666629,0.10000000000000853,2.860000000000003,-2272.0,-2.2600000000000016,0.2666666666666657,0.9999999999999996,-0.29999999999999716,0.9333333333333371,0.46666666666666856,-124.66666666666424,-92.33333333333394,-0.0013667370171025484
170,odder,2014,-0.20000000000000284,0.04999999999999982,0.7333333333333334,0.18333333333333313,1.6166666666666663,-0.7999999999999972,-0.04000000000000625,0.8000000000000007,-3005.679999999993,-0.8399999999999999,3.4499999999999993,-0.6333333333333333,-0.10000000000000142,0.7333333333333201,0.6000000000000085,-325.1666666666679,-737.333333333333,-0.02928931435519272
171,randers,2014,-0.14999999999999147,0.13333333333333375,0.8166666666666673,-0.5,0.6666666666666661,-1.0833333333333428,0.020000000000010232,2.200000000000003,-2878.399999999994,-2.0,1.5833333333333321,-0.04999999999999982,-0.10000000000000142,1.4666666666666686,0.6666666666666572,-832.5,-3461.833333333332,-0.03368559165966242
172,samsø,2014,0.0,0.13333333333333286,0.15000000000000002,-0.11666666666666625,0.3666666666666667,-0.7000000000000028,0.9599999999999937,-0.9000000000000004,-2366.7999999999884,-0.41999999999999993,6.58333333333333,2.583333333333334,-0.88333333333334,1.5333333333333314,0.2666666666666657,23.666666666666515,97.66666666666652,0.021833502788049186
173,silkeborg,2014,-0.46666666666666856,0.06666666666666732,0.2999999999999998,-0.2666666666666666,0.6833333333333336,-1.0000000000000142,-0.14000000000000057,1.379999999999999,-3839.459999999992,-1.08,0.4999999999999982,0.13333333333333286,-0.3333333333333357,0.9999999999999858,0.5333333333333314,-862.8333333333285,5134.333333333332,0.05994941560037659
174,skanderborg,2014,-0.3166666666666629,0.20000000000000018,-0.8833333333333329,-0.9166666666666665,1.4000000000000004,-0.9666666666666686,-0.14000000000000057,1.5199999999999996,-4524.940000000002,-0.6200000000000001,2.916666666666666,0.18333333333333357,-0.1666666666666714,0.4000000000000057,0.20000000000000284,-1172.6666666666642,1088.5,0.024422758664819633
175,syddjurs,2014,-0.38333333333332575,0.15000000000000036,3.883333333333333,-0.833333333333333,-0.18333333333333357,-1.0999999999999943,-0.5599999999999881,2.9399999999999995,-2888.039999999979,-0.8000000000000007,2.8166666666666647,0.5,-0.23333333333333428,0.86666666666666,0.3333333333333428,-221.5,1606.833333333334,0.040131463312633675
176,aarhus,2014,-0.36666666666666003,0.09999999999999964,2.0999999999999996,-1.4833333333333334,-0.2333333333333325,-1.4666666666666686,-0.29999999999999716,3.6999999999999993,-2246.359999999986,-1.8200000000000003,2.8499999999999996,0.4833333333333334,0.033333333333338544,1.4666666666666544,0.0,-5436.5,2390.1666666666715,0.011376647693249975
177,herning,2014,0.01666666666666572,0.09999999999999964,-0.06666666666666643,-1.2666666666666666,-0.40000000000000036,-1.433333333333323,0.09999999999999432,2.8599999999999994,-2472.459999999992,-2.0799999999999983,2.9666666666666686,0.016666666666666607,-0.29999999999999716,0.7999999999999972,0.36666666666666003,-660.1666666666715,-6509.5,-0.07220952626820826
178,holstebro,2014,-0.29999999999999716,-0.04999999999999982,8.881784197001252e-16,-0.6166666666666667,0.7666666666666657,-1.3166666666666629,-0.04000000000000625,2.119999999999999,-2493.780000000028,-1.4399999999999995,3.299999999999999,0.016666666666666607,-0.1666666666666643,1.0,0.8999999999999915,-377.0,1158.1666666666679,0.022251645867782943
179,ikast-brande,2014,-0.46666666666666856,0.18333333333333268,-0.08333333333333304,-1.0333333333333332,-0.20000000000000018,-1.9000000000000057,0.01999999999999602,4.760000000000002,-3062.399999999994,-1.6800000000000015,2.6999999999999993,-0.08333333333333348,-0.3166666666666629,0.86666666666666,0.9333333333333371,-171.0,1769.0,0.04434582047189567
180,lemvig,2014,-0.11666666666667425,-0.4500000000000002,0.7666666666666666,-0.2999999999999998,-0.03333333333333366,-1.2666666666666657,0.5,1.4000000000000004,-2020.7200000000012,-0.5000000000000018,3.883333333333333,-0.16666666666666674,-0.8499999999999943,0.3333333333333286,0.2666666666666657,327.0,-4069.666666666667,-0.19971653062148842
181,ringkøbing-skjern,2014,-0.15000000000000568,0.016666666666666607,0.2666666666666657,-0.3833333333333333,0.08333333333333304,-1.3999999999999915,-0.020000000000010232,3.9000000000000004,-2520.4799999999814,-1.08,2.4499999999999993,-0.26666666666666705,-0.5666666666666629,1.2000000000000028,0.3999999999999915,-45.33333333333576,6647.5,0.11685354176196927
182,skive,2014,-0.3500000000000085,-0.21666666666666679,-0.24999999999999956,-1.0000000000000004,-0.2500000000000009,-0.75,-0.09999999999999432,0.41999999999999993,-2816.399999999994,-2.42,2.3666666666666654,0.06666666666666687,-0.5333333333333385,1.26666666666668,0.03333333333333144,166.66666666666424,1718.833333333334,0.03546809015758218
183,struer,2014,-0.5999999999999943,0.13333333333333286,-0.3333333333333335,-0.6333333333333329,0.4333333333333327,-0.9833333333333343,0.0799999999999983,4.940000000000001,-1628.4200000000128,-1.5000000000000018,2.466666666666667,-0.3500000000000001,-0.5833333333333357,1.2000000000000028,0.4333333333333371,48.16666666666788,271.5,0.011856324593378209
184,viborg,2014,-0.4166666666666714,0.016666666666667496,0.6499999999999995,-0.6333333333333329,0.5,-1.1833333333333371,-0.12000000000000455,1.1799999999999997,-2862.540000000008,-1.540000000000001,2.9000000000000004,0.2333333333333334,-0.09999999999999432,1.13333333333334,0.3333333333333428,-1004.0,-353.1666666666679,-0.0007045926733894037
185,brønderslev,2014,-0.6000000000000085,-0.36666666666666714,-0.16666666666666696,-0.6000000000000001,-0.08333333333333304,-1.0666666666666629,-0.44000000000001194,-0.21999999999999886,-3088.540000000008,-1.4399999999999977,3.916666666666666,-0.01666666666666705,-0.18333333333333002,1.4666666666666686,0.9666666666666686,-285.0,-631.5,-0.014777175512400986
186,frederikshavn,2014,-0.38333333333333997,-0.08333333333333304,-2.4500000000000006,-0.7333333333333334,-0.34999999999999964,-1.4166666666666714,0.1599999999999966,0.9400000000000013,-2611.2399999999907,-2.5,1.9833333333333325,0.6666666666666665,-0.36666666666667425,1.0666666666666629,0.2666666666666657,66.0,-604.0,-0.010537145275501036
187,hjørring,2014,-0.28333333333333144,0.04999999999999982,-3.216666666666666,-0.3666666666666667,-0.13333333333333375,-1.0,-0.0799999999999983,2.039999999999999,-2528.2999999999884,-2.6800000000000015,1.8666666666666654,0.033333333333333215,-0.4999999999999929,1.13333333333334,0.86666666666666,-2.0,1197.8333333333321,0.018409460712329795
188,jammerbugt,2014,-0.36666666666666003,0.16666666666666696,-1.3666666666666671,-0.8666666666666667,-0.31666666666666643,-1.2833333333333314,-0.4399999999999977,1.1399999999999988,-2433.899999999994,-1.7200000000000006,1.9166666666666679,0.21666666666666679,-0.5499999999999972,0.9333333333333371,0.6666666666666714,-136.66666666666424,841.8333333333339,0.02327251929842028
189,læsø,2014,0.0,0.21666666666666679,-0.06666666666666643,0.16666666666666696,1.7833333333333332,-0.28333333333333144,0.46000000000000796,1.6799999999999997,-3947.459999999992,1.1999999999999993,-7.166666666666666,-2.3166666666666664,-0.08333333333334281,1.0666666666666629,0.46666666666666856,-1.8333333333332575,73.16666666666674,0.04115334171838625
190,mariagerfjord,2014,-1.4210854715202004e-14,-0.033333333333333215,-0.2666666666666666,-1.566666666666667,-0.4833333333333325,-1.2166666666666686,-0.1799999999999926,1.1400000000000006,-2985.2600000000093,-2.0600000000000023,1.4833333333333325,-0.41666666666666696,-0.5833333333333286,0.9333333333333229,0.5666666666666629,-17.0,-566.1666666666679,-0.013310239208670693
191,morsø,2014,-0.15000000000000568,-0.11666666666666714,0.15000000000000036,-0.21666666666666679,0.7333333333333325,-0.8333333333333286,-0.28000000000000114,1.5400000000000027,-2564.7799999999697,-3.2399999999999984,2.299999999999999,-0.03333333333333366,-0.68333333333333,1.13333333333334,0.9666666666666686,200.33333333333212,807.5,0.03663204176954371
192,rebild,2014,-0.11666666666666003,0.033333333333333215,1.3999999999999995,-0.8666666666666666,-0.3333333333333335,-1.1833333333333371,-0.2599999999999909,0.7200000000000006,-4001.139999999985,-1.2400000000000002,3.2333333333333343,0.050000000000000266,-0.14999999999999858,0.46666666666666856,0.7666666666666657,-353.6666666666679,-502.83333333333394,-0.01351319808447693
193,thisted,2014,-0.3499999999999943,-0.05000000000000071,-0.43333333333333357,-0.9333333333333336,0.43333333333333357,-1.3333333333333428,-0.5999999999999943,1.6199999999999992,-3472.75999999998,-1.4399999999999977,1.5333333333333314,-0.10000000000000009,-0.3333333333333357,0.6666666666666714,0.20000000000000284,174.16666666666424,3563.5,0.07925402598927478
194,vesthimmerlands,2014,-0.28333333333333144,0.0,-0.75,-0.7499999999999996,-0.2333333333333334,-1.5499999999999972,-0.3400000000000034,2.460000000000001,-2840.7399999999907,-1.1799999999999997,1.4833333333333325,0.5499999999999994,-0.4333333333333371,1.1333333333333258,0.5,92.0,1348.333333333334,0.03525441914265487
195,aalborg,2014,-0.21666666666666856,0.04999999999999982,1.2166666666666668,-0.6833333333333331,0.033333333333333215,-1.3333333333333428,-0.2400000000000091,1.7600000000000016,-3028.2600000000093,-2.379999999999999,2.3000000000000025,0.43333333333333357,0.033333333333338544,1.5333333333333314,0.23333333333333428,-3003.166666666657,-2542.833333333332,-0.01085125336589024
197,frederiksberg,2015,-0.23333333333333428,-0.0333333333333341,0.033333333333333215,-0.5333333333333328,-1.783333333333335,-2.11666666666666,0.09999999999999432,-1.2399999999999984,-220.77999999999884,-0.1999999999999993,-0.8500000000000014,-0.06666666666666643,0.11666666666666714,-0.46666666666666856,-0.30000000000001137,-452.3333333333285,1290.3333333333321,0.013629021317379864
198,dragør,2015,0.0833333333333286,0.08333333333333304,2.0999999999999996,-0.5833333333333334,-0.75,-1.0666666666666629,-0.04000000000000625,1.4199999999999982,184.32000000000698,-1.299999999999999,-5.4,0.3833333333333333,0.23333333333333428,-0.3333333333333286,0.2666666666666657,-76.0,168.33333333333303,0.0137074112355422
199,tårnby,2015,0.05000000000001137,0.033333333333333215,-0.08333333333333304,-0.10000000000000053,0.283333333333335,-1.2333333333333343,-0.09999999999999432,4.059999999999999,-271.0800000000163,-0.5,-1.5999999999999996,-0.36666666666666714,-0.04999999999999716,-0.7000000000000028,0.7999999999999972,61.33333333333576,-406.5,-0.010416192345977127
200,albertslund,2015,0.08333333333334281,-0.20000000000000018,-0.8666666666666663,-0.8166666666666673,-0.7833333333333332,-1.0999999999999943,-0.01999999999999602,1.1800000000000068,647.3999999999942,0.4399999999999977,0.033333333333333215,0.04999999999999982,-0.0833333333333357,-1.2333333333333343,0.2666666666666657,-6.833333333332121,318.0,0.011519052863151247
201,ballerup,2015,-0.15000000000000568,-0.016666666666666607,-2.366666666666667,-0.7500000000000004,0.2333333333333334,-1.0333333333333314,0.10000000000000853,0.14000000000000412,392.6000000000058,-0.3200000000000003,-1.4499999999999993,-0.10000000000000009,-0.01666666666666572,-0.7666666666666657,0.2666666666666657,50.0,-69.5,-0.0017697227217052247
202,brøndby,2015,-0.03333333333333144,-0.05000000000000071,-1.049999999999999,-1.1500000000000004,0.40000000000000036,-1.9833333333333343,-0.35999999999999943,1.5999999999999943,134.35999999998603,0.3000000000000007,-2.0166666666666657,0.25,0.0,-1.5,0.8666666666666671,1.0,-161.66666666666606,-0.004889190120279552
203,gentofte,2015,-0.3333333333333286,-0.016666666666666607,-3.1499999999999986,-0.5333333333333334,-1.0166666666666657,-2.816666666666677,-0.03999999999999204,0.5600000000000023,1554.2600000000093,-0.379999999999999,-1.7763568394002505e-15,0.3999999999999999,-0.06666666666666288,-0.6999999999999886,0.2666666666666657,10.0,665.6666666666679,0.008673953956442548
204,gladsaxe,2015,-0.0833333333333286,-0.13333333333333375,-0.5333333333333332,-0.4333333333333331,-0.3000000000000007,-2.0166666666666657,0.12000000000000455,1.8399999999999963,-443.95999999999185,0.12000000000000455,-0.8166666666666682,-0.016666666666666607,0.0833333333333286,-0.9333333333333229,0.9000000000000057,-354.0,-566.8333333333321,-0.0069769492345919115
205,glostrup,2015,-0.2666666666666657,-0.11666666666666625,2.4000000000000004,-1.3500000000000005,-1.166666666666666,-1.7500000000000142,-0.020000000000010232,0.6000000000000014,-462.28000000002794,0.7200000000000024,1.1499999999999986,-0.4166666666666665,7.105427357601002e-15,-1.0,0.63333333333334,33.0,258.0,0.010783426146138253
206,herlev,2015,-0.03333333333333144,-0.08333333333333304,1.75,-0.38333333333333286,0.2666666666666666,-1.38333333333334,-0.03999999999999204,0.240000000000002,288.30000000001746,-0.08000000000000185,-1.783333333333335,0.1333333333333333,-0.03333333333333144,-0.7999999999999972,0.29999999999999716,112.5,-238.83333333333394,-0.010380436963938144
207,hvidovre,2015,-0.15000000000000568,0.033333333333333215,-0.3333333333333339,0.13333333333333375,-0.13333333333333375,-1.5,0.2600000000000051,0.9800000000000004,342.12000000002445,-0.18000000000000327,0.8999999999999986,0.4833333333333334,0.0,-0.9666666666666686,0.8999999999999915,-60.0,-366.0,-0.00679716860811741
208,høje-taastrup,2015,-0.04999999999999716,-0.08333333333333304,-0.34999999999999964,-1.5666666666666673,-0.8166666666666673,-2.0333333333333314,0.04000000000000625,3.480000000000004,-137.5800000000163,-0.28000000000000114,-1.033333333333335,0.1499999999999999,0.14999999999999858,-1.066666666666677,1.0999999999999943,-321.66666666666424,-570.8333333333339,-0.009721106118527278
209,ishøj,2015,-0.36666666666667425,-0.16666666666666607,-0.5666666666666673,0.09999999999999964,0.6000000000000005,-2.5833333333333286,-0.29999999999999716,4.960000000000001,-13.660000000003492,0.7800000000000011,-1.4666666666666668,-0.5833333333333335,0.21666666666666146,-1.7666666666666657,2.5333333333333314,-103.0,523.666666666667,0.024066463217103096
210,lyngby-taarbæk,2015,0.18333333333333712,-0.09999999999999964,0.7666666666666675,-0.04999999999999982,-0.466666666666665,-1.4000000000000057,0.14000000000000057,0.9800000000000004,681.8399999999965,-0.08000000000000185,-0.31666666666666643,0.2666666666666666,0.06666666666666288,-0.5333333333333314,0.36666666666666003,0.6666666666642413,249.16666666666788,0.00421008520853311
211,rødovre,2015,-0.11666666666666003,-0.016666666666667496,2.133333333333333,0.0,0.6166666666666663,-1.3833333333333258,0.18000000000000682,-0.6000000000000014,-245.17999999999302,0.1999999999999993,0.45000000000000284,0.3500000000000001,0.11666666666666714,-0.8666666666666742,0.7999999999999972,-337.5,-1053.166666666666,-0.025543752609000825
212,vallensbæk,2015,-0.1666666666666572,0.04999999999999982,-0.7833333333333314,0.3166666666666669,-0.5499999999999998,-1.8333333333333286,0.23999999999999488,2.2200000000000024,10.679999999993015,0.1999999999999993,-2.6166666666666654,-0.016666666666666607,0.2666666666666657,-1.0333333333333314,0.8333333333333286,-212.66666666666606,647.333333333333,0.04499652268373178
213,allerød,2015,0.0,0.0,1.4833333333333325,-0.833333333333333,-1.1833333333333336,-0.7333333333333343,-0.0800000000000125,-0.5599999999999996,-949.820000000007,-0.3200000000000003,-0.24999999999999822,0.31666666666666643,0.01666666666666572,-0.3333333333333286,0.29999999999999716,-183.66666666666788,-943.5,-0.03592781558687491
214,egedal,2015,-0.03333333333333144,0.033333333333333215,-1.6833333333333318,-0.7833333333333334,-0.583333333333333,-0.9833333333333343,0.22000000000001307,0.1800000000000015,-582.9399999999732,0.3000000000000007,-1.7763568394002505e-15,0.44999999999999973,0.01666666666666572,-0.5999999999999943,0.5,-36.33333333333576,16.83333333333394,0.0005026080186556758
215,fredensborg,2015,0.09999999999999432,0.016666666666666607,0.9166666666666679,-0.6000000000000001,-0.40000000000000036,-1.6333333333333258,0.1599999999999966,0.5599999999999987,1065.9800000000105,0.019999999999999574,2.1999999999999993,0.34999999999999964,0.03333333333333144,-0.7666666666666799,0.46666666666666856,-263.66666666666424,-1438.166666666666,-0.03318731292069449
216,frederikssund,2015,-0.18333333333333712,0.04999999999999982,-1.583333333333334,-0.6333333333333337,-0.0333333333333341,-0.6833333333333371,-0.21999999999999886,0.28000000000000114,-220.88000000000466,0.08000000000000007,-1.1833333333333336,0.11666666666666714,-7.105427357601002e-15,-0.5333333333333314,0.2666666666666657,-275.16666666666424,58.5,0.0029991470354542304
217,furesø,2015,-0.15000000000000568,-0.04999999999999982,-1.7833333333333314,-0.4666666666666668,-1.5166666666666657,-1.61666666666666,-0.2600000000000051,2.1000000000000014,-1014.2999999999884,-0.4399999999999995,0.4166666666666661,0.3500000000000001,0.23333333333333428,-0.5,0.8999999999999915,-503.83333333333576,542.3333333333339,0.017328773612707127
218,gribskov,2015,0.03333333333333144,-0.016666666666666607,-0.4833333333333325,-0.6333333333333333,-0.36666666666666625,-1.0166666666666657,-0.01999999999999602,-2.700000000000001,327.7399999999907,-1.2599999999999998,-1.083333333333334,0.30000000000000027,-0.0833333333333357,-0.6666666666666714,0.5999999999999943,-115.83333333333576,-364.5,-0.007848823860508891
